Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
J,https://www.tradingview.com/chart/?symbol=J,Jacobs Solutions Inc.,Industrials,121.035,14291919872,27.0,,-12.67,-5.82,61.74,123.23,137.53,False,False,False,NO CLEAR ENTRY,False,68.61,POSITIVE,5,3 Profitable Stocks We Approach with Caution | A Look At Jacobs Solutions (J) Valuation After Melbourne Water Contract Win And Earnings Beat | A Look Back at Government & Technical Consulting Stocks’ Q1 Earnings: Jacobs Solutions (NYSE:J) Vs The Rest Of The Pack,35.6,14.63,512446368.0,138.776,9.38,2.9,46.14,IGNORE
DASH,https://www.tradingview.com/chart/?symbol=DASH,"DoorDash, Inc.",Consumer Cyclical,157.47,68612628480,33.1,-6.1,-10.74,-10.45,51.83,162.97,207.65,False,False,False,NO CLEAR ENTRY,False,60.96,POSITIVE,5,"The Retirement Portfolio Case: Ditch the Delivery App, Buy the Railroad | Obsessed with Internet Culture? You Could Make $200,000 Working for DoorDash. | Dollar Tree (DLTR) Is Up 22.6% After Raising Guidance And Expanding Its Value Convenience Strategy – Has The Bull Case Changed?",74.63,20.23,2295624960.0,32.194,9.92,6.29,46.03,IGNORE
CMCSA,https://www.tradingview.com/chart/?symbol=CMCSA,Comcast Corporation,Communication Services,24.945,89109241856,5.3,-32.6,-18.11,-8.24,51.16,27.07,27.92,False,False,False,NO CLEAR ENTRY,False,59.99,NEUTRAL,5,"Here’s what’s worth streaming in June 2026 on Netflix, Hulu, HBO Max and more | Comcast Corporation (CMCSA) is Attracting Investor Attention: Here is What You Should Know | Comcast (CMCSA) Valuation Check After Prolonged Share Price Slide",4.89,6.57,4013125120.0,106.858,20.92,15.0,45.85,IGNORE
CARR,https://www.tradingview.com/chart/?symbol=CARR,Carrier Global Corporation,Industrials,67.3,55898062848,2.4,-40.7,5.8,-0.12,55.03,61.93,59.1,True,True,True,BULLISH TREND,False,66.33,POSITIVE,5,Comfort Systems' Tech Boom: Growth Engine or Concentration Risk? | Q1 Earnings Highlights: Carrier Global (NYSE:CARR) Vs The Rest Of The HVAC and Water Systems Stocks | Super-Rich Investors Sell Over $1 Billion As Stocks Hit Highs,44.87,21.02,849750016.0,91.102,9.91,5.99,45.76,IGNORE
CMS,https://www.tradingview.com/chart/?symbol=CMS,CMS Energy Corporation,Utilities,71.395,22055315456,11.6,8.9,-7.86,-5.37,41.26,75.07,72.56,False,False,True,NO CLEAR ENTRY,False,69.83,POSITIVE,5,Assessing CMS Energy (CMS) Valuation After Recent Share Price Weakness And Mixed Fair Value Signals | Morgan Stanley Trims CMS Energy (CMS) Target While Keeping Equal Weight Rating | Why Is CMS Energy (CMS) Down 0.7% Since Last Earnings Report?,19.78,17.11,-2156000000.0,189.842,10.37,12.55,45.69,IGNORE
DIS,https://www.tradingview.com/chart/?symbol=DIS,The Walt Disney Company,Communication Services,101.1601,175665676288,6.5,-29.8,-3.04,-1.86,34.76,101.73,107.84,False,False,False,NO CLEAR ENTRY,False,68.67,POSITIVE,5,Family Offices Bypass Private Equity and Go Direct | Is The Walt Disney Company (DIS) One of the Best Inexpensive Stocks to Invest in Right Now? | The Walt Disney Company (DIS) is Attracting Investor Attention: Here is What You Should Know,16.19,13.5,3751375104.0,41.069,11.01,11.54,45.59,IGNORE
KDP,https://www.tradingview.com/chart/?symbol=KDP,Keurig Dr Pepper Inc.,Consumer Defensive,30.4,41361006592,9.4,-47.7,2.33,4.5,67.04,27.82,27.68,True,True,True,BULLISH TREND,False,64.83,POSITIVE,5,Keurig Dr Pepper (KDP) Declares Dividend of $0.23 per Share | 2 Aluminum Stocks Poised for Big Tariff-Related Gains | 1 Consumer Stock Worth Your Attention and 2 We Brush Off,22.52,12.04,-16345499648.0,85.985,6.31,10.81,45.59,IGNORE
VTRS,https://www.tradingview.com/chart/?symbol=VTRS,Viatris Inc.,Healthcare,15.67,18248540160,8.1,,1.4,4.95,31.04,14.92,12.44,True,True,True,BULLISH TREND,False,49.81,NEUTRAL,5,"Opus Genetics Touts Retinal Gene Therapy Pipeline, September BEST1 Data Catalyst | Assessing Viatris (VTRS) Valuation After FDA Review Acceptance For Fast Acting Non Opioid Meloxicam | 1 Unpopular Stock That Should Get More Attention and 2 We Find Risky",,5.86,2238337536.0,99.675,-1.96,-2.04,45.53,IGNORE
INTC,https://www.tradingview.com/chart/?symbol=INTC,Intel Corporation,Technology,107.565,540697067520,7.2,,136.44,7.97,35.39,84.99,50.02,True,True,True,BULLISH TREND,False,57.07,NEUTRAL,5,Where the AI trade goes next | How Nvidia's new chip & PC push make Intel 'vulnerable' | Why Victoria's Secret Stock Exploded Higher Today,,69.63,-8301250048.0,36.028,-2.91,-5.9,45.37,IGNORE
COR,https://www.tradingview.com/chart/?symbol=COR,"Cencora, Inc.",Healthcare,267.53,52047028224,3.8,128.3,-28.05,-11.8,57.01,295.66,324.64,False,False,False,NO CLEAR ENTRY,False,52.14,NEUTRAL,5,"Is Cencora’s New CFO, $2 Billion Buyback, and Lawsuit Trio Altering The Investment Case For Cencora (COR)? | AbbVie vs. Pfizer: Which Healthcare Stock Is a Better Buy in 2026? | Bath & Body Works Sales Fall Amid Turnaround Efforts",20.5,13.5,-318246112.0,420.985,107.13,0.78,45.27,IGNORE
LULU,https://www.tradingview.com/chart/?symbol=LULU,lululemon athletica inc.,Consumer Cyclical,127.29,15217634304,0.8,-18.5,-27.75,-4.71,54.13,143.18,172.41,False,False,False,NO CLEAR ENTRY,False,53.89,NEUTRAL,5,"Gap vs. Lululemon: Which Apparel Stock Is Worth Owning Right Now? | Board, the new game startup from Mirror founder Brynn Putnam, raises $20M, has already sold thousands | Tariff-Driven Inflation Is Trapping Mortgage Rates, and the Fed Can’t Fix It with Rate Cuts",9.6,9.66,824078400.0,36.245,34.01,14.22,45.11,IGNORE
SBAC,https://www.tradingview.com/chart/?symbol=SBAC,SBA Communications Corporation,Real Estate,199.93,21205178368,5.9,-14.7,1.8,-7.98,34.43,204.53,194.63,False,True,True,BUY THE DIP,False,59.21,NEUTRAL,5,A Look At SBA Communications (SBAC) Valuation After Recent Share Price Volatility | SBA Communications (SBAC) Down 7.5% Since Last Earnings Report: Can It Rebound? | 5 Strong Buy Passive Income Giants Have Raised Their Dividends by Double Digits for Years,21.02,24.67,-301849504.0,,,35.66,45.04,IGNORE
DHR,https://www.tradingview.com/chart/?symbol=DHR,Danaher Corporation,Healthcare,175.96,124539322368,3.7,9.8,-14.4,0.46,64.07,181.28,205.24,False,False,False,NO CLEAR ENTRY,False,54.72,NEUTRAL,5,"Is It Time To Reassess Danaher (DHR) After Its Recent Share Price Weakness? | Here Are Tuesday’s Top Wall Street Analyst Research Calls: CoreWeave, Danaher, Hewlett Packard Enterprise, Intuit, Knight-Swift, Meta Platforms, Starwood Property Trust, Tripadvisor, and More | Avantor (AVTR) Appoints Ludovic Brellier as EVP and Chief Transformation Officer",34.1,19.33,4568500224.0,37.17,7.08,14.89,45.03,IGNORE
TMUS,https://www.tradingview.com/chart/?symbol=TMUS,"T-Mobile US, Inc.",Communication Services,187.0,202372268032,10.6,-12.0,-13.0,-4.1,39.36,194.46,209.09,False,False,False,NO CLEAR ENTRY,False,54.22,NEUTRAL,5,T-Mobile US (TMUS) Announces Multi-Year Partnership With the United States Golf Association (USGA) | T-Mobile Uses 5G Golf And Grocery Deals To Shape Enterprise Story | T-Mobile US Stock: Is TMUS Underperforming the Communication Sector?,19.87,13.38,11147374592.0,218.569,18.02,11.65,44.94,IGNORE
APD,https://www.tradingview.com/chart/?symbol=APD,"Air Products and Chemicals, Inc.",Basic Materials,279.5377,62247645184,8.8,,1.76,-7.15,13.93,294.13,272.16,False,True,True,BUY THE DIP,False,60.34,POSITIVE,5,PAAS Strengthens Timmins Operations With Resource Discoveries | Is FCEL's Food Opportunity Flying Under Investors' Radar? | IFF to Optimize Portfolio With Its Food Ingredients Business Sale,29.49,19.64,-3519237376.0,101.611,12.35,16.91,44.93,IGNORE
ALNY,https://www.tradingview.com/chart/?symbol=ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,285.615,38133194752,96.4,,-12.14,-3.54,44.47,308.09,384.17,False,False,False,NO CLEAR ENTRY,False,56.43,NEUTRAL,5,Are Options Traders Betting on a Big Move in Alnylam Stock? | JPMorgan says large-cap biotech is back as profits and pipelines fuel upside | Citi Initiates Alnylam (ALNY) With Buy Rating,71.58,20.55,204714128.0,276.203,90.36,12.55,44.91,IGNORE
CCL,https://www.tradingview.com/chart/?symbol=CCL,Carnival Corporation Ltd.,Consumer Cyclical,27.475,38056710144,6.1,,-5.14,3.69,68.31,26.36,28.26,True,False,False,NO CLEAR ENTRY,False,66.16,POSITIVE,5,Carnival’s LNG Fuel Breakthrough And What It Could Mean For CCL Investors | Carnival (CCL) Stock Declines While Market Improves: Some Information for Investors | Is Norwegian Cruise Line (NCLH) The Best Cruise Stock to Buy Ahead of Summer Travel Boom?,12.1,10.56,2174000128.0,203.901,27.85,11.48,44.84,IGNORE
DECK,https://www.tradingview.com/chart/?symbol=DECK,Deckers Outdoor Corporation,Consumer Cyclical,111.265,15452590080,9.6,-4.8,-2.83,10.29,78.34,103.39,103.24,True,True,True,WATCH - OVERBOUGHT,False,55.9,NEUTRAL,5,"Genesco's Two-Speed Turnaround | Centene, Deckers and 14 Other ‘Dividend Hopefuls’ | Deckers (DECK) Stock Sinks As Market Gains: Here's Why",15.87,13.42,858725120.0,15.01,40.86,18.71,44.67,IGNORE
CVX,https://www.tradingview.com/chart/?symbol=CVX,Chevron Corporation,Energy,187.88,374181396480,2.3,-44.5,0.0,-0.54,55.12,190.16,167.17,False,True,True,NO CLEAR ENTRY,False,61.9,POSITIVE,5,SLB to Expand Digital Portfolio With Strategic Acquisition of Tachyus | BP Surges 45% in a Year: Should Investors Bet on the Momentum? | Is Chevron Corporation (CVX) One of the Top Undervalued Blue Chip Stocks Analysts Recommend for Smart Investing?,32.73,15.11,11776499712.0,23.989,6.64,5.93,44.6,IGNORE
CPT,https://www.tradingview.com/chart/?symbol=CPT,Camden Property Trust,Real Estate,105.91,10494685184,-0.5,12.1,-2.02,1.4,53.15,102.84,103.82,True,True,False,BULLISH TREND,False,61.69,POSITIVE,5,Morgan Stanley Maintains Equal Weight Rating on Camden (CPT) | This REIT Yielding 16% Just Landed a New $5 Million Bet From EMG Holdings | KB Home Stock Is Down 15%. So Why Did One Investor Buy Up $4 Million in Shares Last Quarter?,29.67,86.58,688079616.0,104.147,9.06,24.49,44.59,IGNORE
CL,https://www.tradingview.com/chart/?symbol=CL,Colgate-Palmolive Company,Consumer Defensive,88.17,70600704000,8.4,-5.9,-8.8,1.06,53.5,86.15,83.36,True,True,True,BULLISH TREND,False,47.97,NEUTRAL,5,"EU weighs freezing Russian oil price cap as Middle East war lifts crude prices | Ukrainian drones hit Russian port, tanker, and oil depot, officials say | 2 Weeks in May Rekindled My Love for Stock Picking. Here’s My Daily Trading Routine.",34.2,21.83,3319500032.0,1640.535,363.58,10.04,44.54,IGNORE
RSG,https://www.tradingview.com/chart/?symbol=RSG,"Republic Services, Inc.",Industrials,199.865,61491286016,2.6,7.5,-13.0,-3.24,45.93,209.86,216.65,False,False,False,NO CLEAR ENTRY,False,58.02,NEUTRAL,5,"Top Stock Reports for JPMorgan, GE Aerospace & Western Digital | Republic Services Pick of the Week at Smart Insider Following Share Purchases by Cascade Investments | A Look At Republic Services (RSG) Valuation As Mixed Returns Meet 12.9% Upside Estimate",28.68,24.79,1808875008.0,117.578,18.35,12.99,44.54,IGNORE
PM,https://www.tradingview.com/chart/?symbol=PM,Philip Morris International Inc.,Consumer Defensive,174.64,272186720256,9.1,-9.3,-4.15,4.96,30.86,169.86,163.76,True,True,True,BULLISH TREND,False,52.91,NEUTRAL,5,PMI Cuts Outlook After $500 Million Write-Down As BAT Stays Cautious | Philip Morris to Post $500 Million Impairment on Canada Affiliate | Philip Morris Shares Ease After Company Trims 2026 Earnings Outlook (PM),24.6,19.11,8575249920.0,,,26.74,44.13,IGNORE
PCAR,https://www.tradingview.com/chart/?symbol=PCAR,PACCAR Inc,Industrials,112.62,59270356992,-8.9,19.7,-9.21,-2.68,49.86,117.08,109.75,False,True,True,NO CLEAR ENTRY,False,49.8,NEUTRAL,5,1 Cash-Producing Stock on Our Buy List and 2 We Ignore | Assessing PACCAR (PCAR) Valuation After Recent Share Price Weakness | 3 Large-Cap Stocks We Keep Off Our Radar,23.96,16.63,1485162496.0,76.163,13.11,8.91,44.03,IGNORE
HBAN,https://www.tradingview.com/chart/?symbol=HBAN,Huntington Bancshares Incorporated,Financial Services,16.195,32829380608,33.6,-26.5,-3.6,-2.62,56.17,16.11,16.53,True,False,False,NO CLEAR ENTRY,False,55.84,NEUTRAL,5,Can Huntington Turn Growth Momentum Into 30% EPS Expansion by 2027? | 3 Dividend Stocks To Consider With Yields Starting At 3.2% | Top Dividend Stocks To Consider In June 2026,12.46,8.5,,,8.39,26.6,44.02,IGNORE
PPL,https://www.tradingview.com/chart/?symbol=PPL,PPL Corporation,Utilities,34.865,26230695936,10.8,7.3,-9.3,-7.27,35.82,37.4,36.3,False,False,True,NO CLEAR ENTRY,False,64.27,POSITIVE,5,Assessing PPL (PPL) Valuation After Recent Share Price Pullback And Long Term Growth Plans | Is PPL Emerging as a Key Beneficiary of the AI and Data Center Boom? | PPL vs. IDACORP: Which Utility Stock Looks More Attractive Now?,21.39,16.47,-1615124992.0,135.116,8.32,13.09,43.99,IGNORE
MRSH,https://www.tradingview.com/chart/?symbol=MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,160.605,77378600960,7.6,-15.4,-13.41,-3.35,44.68,168.7,181.85,False,False,False,NO CLEAR ENTRY,False,63.35,POSITIVE,5,Marsh Strengthens Advisory Business With TriBridge Acquisition | Piper Sandler Maintains Neutral Rating on Marsh & McLennan (MRSH) | Marsh ENEOS Deal Tests Acquisition Driven Growth In Japanese Insurance Market,20.08,14.19,4965374976.0,151.634,27.57,14.26,43.92,IGNORE
ALLE,https://www.tradingview.com/chart/?symbol=ALLE,Allegion plc,Industrials,129.465,11125686272,9.7,-7.0,-20.03,-4.45,45.52,138.25,158.66,False,False,False,NO CLEAR ENTRY,False,53.18,NEUTRAL,5,"Do Options Traders Know Something About Allegion Stock We Don't? | Allegion (ALLE) Down 4.5% Since Last Earnings Report: Can It Rebound? | Sone Capital Management Adds to MarketAxess Stake, According to Recent SEC Filing",17.69,13.56,494362496.0,105.863,34.18,15.24,43.85,IGNORE
CRH,https://www.tradingview.com/chart/?symbol=CRH,CRH plc,Basic Materials,106.08,70882680832,9.1,,-9.24,-7.78,41.22,109.63,115.14,False,False,False,NO CLEAR ENTRY,False,46.8,NEUTRAL,5,This New $125 Million Position Signals Confidence in One Cash-Rich Mining Stock Up 150% in a Year | BP’s Ousted Chair Says He Was Fired Without Explanation | Dycom to Report Q1 Earnings: Here's What to Expect This Season,19.68,15.86,786124992.0,83.227,15.81,9.64,43.59,IGNORE
JNJ,https://www.tradingview.com/chart/?symbol=JNJ,Johnson & Johnson,Healthcare,223.34,537627820032,9.9,-52.9,-9.63,-1.13,50.58,230.82,210.04,False,True,True,NO CLEAR ENTRY,False,61.3,POSITIVE,5,No Rate Cuts Until 2027? Grab These High-Yielding Safe Dividend Kings Now | Is It Too Late To Consider Johnson & Johnson (JNJ) After Its 48% One-Year Surge? | Is Johnson & Johnson (JNJ) One of the Best Dividend Paying Stocks to Buy Right Now?,25.88,17.56,12511375360.0,67.73,26.42,21.83,43.3,IGNORE
LOW,https://www.tradingview.com/chart/?symbol=LOW,"Lowe's Companies, Inc.",Consumer Cyclical,205.88,115498680320,10.3,-0.7,-19.56,-11.76,28.17,231.37,246.09,False,False,False,NO CLEAR ENTRY,False,51.93,NEUTRAL,5,"Is Home Depot's Interconnected Retail Strategy Paying Off? | Why Did BSX, LOW, CAG Fall To 52-Week Lows Today? | This High-Yield Home Improvement Stock Just Hiked Its Dividend by 4.2%",17.39,15.29,4816124928.0,,,7.51,43.25,IGNORE
OMC,https://www.tradingview.com/chart/?symbol=OMC,Omnicom Group Inc.,Communication Services,75.03,21384015872,69.2,-6.9,-11.22,-2.46,47.37,75.55,75.86,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,Here's Why Investors Must Hold OMC Stock in Their Portfolios for Now | Why Is Omnicom (OMC) Down 1.8% Since Last Earnings Report? | Omnicom Stock Outlook: Is Wall Street Bullish or Bearish?,,6.08,5066650112.0,110.574,2.02,0.32,43.25,IGNORE
ABT,https://www.tradingview.com/chart/?symbol=ABT,Abbott Laboratories,Healthcare,86.445,150571040768,7.8,-19.7,-23.78,-3.37,57.3,93.23,115.08,False,False,False,NO CLEAR ENTRY,False,54.83,NEUTRAL,5,Why Investors Are Cautious on Abbott Laboratories (ABT) | Can ISRG's Digital Roadmap Unlock the Next Phase of Robotic Surgery? | 3 Beaten-Down Stocks to Buy and Hold Forever,24.21,14.26,6341125120.0,64.773,12.33,13.9,43.24,IGNORE
CSGP,https://www.tradingview.com/chart/?symbol=CSGP,"CoStar Group, Inc.",Real Estate,33.48,13671748608,22.5,,-25.88,-3.57,52.97,36.44,60.25,False,False,False,NO CLEAR ENTRY,False,60.2,POSITIVE,5,"3 Stocks Estimated To Be Trading At Discounts Ranging From 24% To 49.9% | CoStar Group, Inc. (CSGP) To Acquire Housing Market Data Provider Zonda | Natera And 2 Other Companies That May Be Trading Below Their Estimated Value",478.29,18.62,202200000.0,14.526,0.3,0.73,42.97,IGNORE
LUV,https://www.tradingview.com/chart/?symbol=LUV,Southwest Airlines Co.,Industrials,42.19,20621363200,12.8,,-12.22,8.85,63.62,39.83,38.49,True,True,True,BULLISH TREND,False,74.87,POSITIVE,5,Is Southwest Airlines (LUV) The Best Airline Stock in Billionaire Paul Singer’s Portfolio? | Southwest says plus-size flyers no longer need to buy a second seat — but getting one free isn't guaranteed | Here's Why Alaska Air Shares Popped Higher This Week,28.13,9.32,-372375008.0,93.033,10.06,2.83,42.44,IGNORE
EVRG,https://www.tradingview.com/chart/?symbol=EVRG,"Evergy, Inc.",Utilities,81.475,18781048832,5.0,18.5,-1.38,-0.55,45.47,81.49,76.32,False,True,True,NO CLEAR ENTRY,False,51.67,NEUTRAL,5,CDL’s $2.29 annual dividend beats Treasury yields despite rising interest rates | CDL Delivers Capital Gains Alongside Income as Rates Hover Near 4.4% | Evergy Stock Outlook: Is Wall Street Bullish or Bearish?,21.67,17.9,-1101750016.0,155.555,8.87,14.63,42.18,IGNORE
LDOS,https://www.tradingview.com/chart/?symbol=LDOS,"Leidos Holdings, Inc.",Technology,125.175,15745196032,3.7,-7.6,-30.05,-16.12,44.18,143.68,174.42,False,False,False,NO CLEAR ENTRY,False,51.63,NEUTRAL,5,"Leidos Holdings, Inc. (LDOS) Is a Trending Stock: Facts to Know Before Betting on It | Jim Cramer on Leidos: “Stock Is in Freefall, That Makes No Sense to Me” | A Look At Leidos Holdings (LDOS) Valuation After New State Department Evolve Contract Awards",11.45,9.49,1194749952.0,137.125,30.58,8.15,41.93,IGNORE
TTWO,https://www.tradingview.com/chart/?symbol=TTWO,"Take-Two Interactive Software, Inc.",Communication Services,219.53,40759402496,6.1,,2.64,1.62,44.66,214.52,231.68,True,False,False,NO CLEAR ENTRY,False,64.2,POSITIVE,5,"Piper Sandler starts Take-Two at overweight, sees GTA 6 driving shares to $280 | Meta Platforms upgraded, Okta downgraded: Wall Street's top analyst calls | Here Are Tuesday’s Top Wall Street Analyst Research Calls: CoreWeave, Danaher, Hewlett Packard Enterprise, Intuit, Knight-Swift, Meta Platforms, Starwood Property Trust, Tripadvisor, and More",,21.76,1447787520.0,84.26,-10.56,-4.48,41.89,IGNORE
MCO,https://www.tradingview.com/chart/?symbol=MCO,Moody's Corporation,Financial Services,449.13,78452424704,8.1,7.8,-3.41,-1.22,49.16,445.49,474.81,True,False,False,NO CLEAR ENTRY,False,37.06,NEGATIVE,5,5 Warren Buffett Stocks to Hold Forever | South East Water breaches Ofwat licence after supply chaos | Investors Say It’s Time for Pemex to Tap Global Debt Markets,32.24,24.15,2266125056.0,235.539,71.36,31.69,41.86,IGNORE
TECH,https://www.tradingview.com/chart/?symbol=TECH,Bio-Techne Corporation,Healthcare,49.64,7772072960,-1.5,128.6,-13.99,-9.61,57.64,52.12,57.36,False,False,False,NO CLEAR ENTRY,False,58.19,NEUTRAL,5,3 of Wall Street’s Favorite Stocks with Questionable Fundamentals | Are Wall Street Analysts Bullish on Bio-Techne Stock? | 2 Healthcare Stocks to Research Further and 1 We Find Risky,70.91,24.08,299849376.0,13.922,5.34,9.05,41.81,IGNORE
XYZ,https://www.tradingview.com/chart/?symbol=XYZ,"Block, Inc.",Technology,74.4,44275515392,4.9,,15.44,3.61,55.37,67.93,67.7,True,True,True,BULLISH TREND,False,50.03,NEUTRAL,5,"Apple Plans iPhone Bill Splitting as PayPal, Block Pare Gains | PayPal CEO Unveils AI Reset, $1.5B Savings Plan at Bernstein Conference | Block’s New Franchise Wins Test Square’s Role As Core Commerce Platform",58.12,14.94,-794561728.0,37.514,3.74,3.3,41.6,IGNORE
MDT,https://www.tradingview.com/chart/?symbol=MDT,Medtronic plc,Healthcare,73.8,94750711808,8.7,-11.8,-24.17,-7.76,35.77,81.65,91.61,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,"Jim Cramer Comments On Boston Scientific and Other Medical Equipment Makers | Jim Cramer on Medtronic: “This Long-Term Winner’s Become a Short-Term Loser” | TFX Stock Setup: Valuation, Leverage, and a Neutral Zacks Rank",20.61,12.18,4073125120.0,57.06,9.39,13.0,41.6,IGNORE
LYB,https://www.tradingview.com/chart/?symbol=LYB,LyondellBasell Industries N.V.,Basic Materials,67.1622,21678936064,-6.3,-29.5,17.25,-9.5,26.67,72.61,55.27,False,True,True,BUY THE DIP,False,55.23,NEUTRAL,5,FUL Expands Sustainable Packaging Portfolio With VerdaFresh | Is LyondellBasell Industries (LYB) Stock Undervalued Right Now? | Are Basic Materials Stocks Lagging  Avino Silver (ASM) This Year?,,8.91,987000000.0,141.24,-6.01,-2.69,41.52,IGNORE
CHTR,https://www.tradingview.com/chart/?symbol=CHTR,"Charter Communications, Inc.",Communication Services,141.815,20021211136,-1.0,8.9,-39.08,-17.42,42.3,186.23,219.59,False,False,False,NO CLEAR ENTRY,False,48.97,NEUTRAL,5,"Unpacking Q1 Earnings: Charter (NASDAQ:CHTR) In The Context Of Other Consumer Discretionary - Wireless, Cable and Satellite Stocks | Charter Communications, Inc. (CHTR): One of the Most Oversold S&P 500 Stocks So Far in 2026 | Why is Bernstein Cautious While Charter Communications, Inc. (CHTR) Could 10x by 2030?",3.84,3.21,2403624960.0,459.525,27.5,9.03,41.47,IGNORE
CMG,https://www.tradingview.com/chart/?symbol=CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,29.315,37603348480,7.4,-17.9,-20.1,-11.11,27.97,33.11,36.55,False,False,False,NO CLEAR ENTRY,False,69.3,POSITIVE,5,Is CAVA's Strong Traffic Growth Separating It From Restaurant Peers? | 2 of Wall Street’s Favorite Stocks to Target This Week and 1 We Turn Down | Chipotle revives generous offer for customers amid price hikes,26.89,21.58,1087909760.0,217.885,49.23,11.96,41.44,IGNORE
LNT,https://www.tradingview.com/chart/?symbol=LNT,Alliant Energy Corporation,Utilities,70.97,18329921536,5.0,4.9,-1.15,-4.17,43.23,71.88,67.59,False,True,True,NO CLEAR ENTRY,False,65.46,POSITIVE,5,CDL Delivers Capital Gains Alongside Income as Rates Hover Near 4.4% | Alliant Energy Stock: Analyst Estimates & Ratings | We Think You Should Be Aware Of Some Concerning Factors In Alliant Energy's (NASDAQ:LNT) Earnings,22.32,19.26,-1202625024.0,159.526,11.31,18.58,41.34,IGNORE
LHX,https://www.tradingview.com/chart/?symbol=LHX,"L3Harris Technologies, Inc.",Industrials,308.295,57433800704,190.0,-6.1,-18.26,-1.62,48.84,328.48,312.65,False,False,True,NO CLEAR ENTRY,False,61.56,POSITIVE,5,"How The L3Harris Technologies (LHX) Investment Story Is Evolving With Recent Developments | Top Analyst Reports for Microsoft, Dell & Thermo Fisher | Can GE's Growth Investments Create Long-Term Value for Investors?",33.55,22.61,,34.574,,10.37,41.32,IGNORE
ZS,https://www.tradingview.com/chart/?symbol=ZS,"Zscaler, Inc.",Technology,143.305,23173781504,25.4,,-3.55,2.5,49.02,143.42,220.29,False,False,False,NO CLEAR ENTRY,False,55.97,NEUTRAL,5,Wall Street Analysts Think Zscaler (ZS) Could Surge 25.28%: Read This Before Placing a Bet | Why The AI Agentic Era Doesn't Justify A Premium For MongoDB Stock Just Yet | Zscaler (ZS) Recently Broke Out Above the 50-Day Moving Average,,31.17,1108818560.0,78.939,-3.71,-2.44,41.23,IGNORE
TSCO,https://www.tradingview.com/chart/?symbol=TSCO,Tractor Supply Company,Consumer Cyclical,30.365,15924912128,3.6,-8.1,-41.45,-9.51,50.12,37.42,49.54,False,False,False,NO CLEAR ENTRY,False,60.22,POSITIVE,5,Is Tractor Supply (TSCO) Now Offering Value After A 37.5% Year To Date Fall? | Tractor Supply Company (TSCO) Acquires VIP Petcare Veterinary Services | 1 Cash-Producing Stock with Exciting Potential and 2 We Avoid,14.96,13.12,350726016.0,254.949,45.5,6.91,41.12,IGNORE
EXR,https://www.tradingview.com/chart/?symbol=EXR,Extra Space Storage Inc.,Real Estate,141.3,31184052224,3.8,-10.6,-6.36,-0.51,42.87,139.63,137.66,True,True,True,BULLISH TREND,False,61.25,POSITIVE,5,UBS Reaffirms Buy on Extra Space Storage (EXR) After PT Increase | A Look At Extra Space Storage (EXR) Valuation As Shares Show Mixed Recent Performance | Is Wall Street Bullish or Bearish on Extra Space Storage Stock?,31.75,29.47,1340995200.0,98.092,6.83,27.14,41.1,IGNORE
ATO,https://www.tradingview.com/chart/?symbol=ATO,Atmos Energy Corporation,Utilities,167.85,28017494016,0.6,14.5,-9.77,-10.47,24.65,181.98,173.13,False,False,True,NO CLEAR ENTRY,False,65.19,POSITIVE,5,"Atmos (ATO) Q2 2026 Earnings Call Transcript | After Plunging 10.3% in 4 Weeks, Here's Why the Trend Might Reverse for Atmos (ATO) | Here's Why You Should Add Duke Energy Stock to Your Portfolio Now",20.67,18.71,-2210371840.0,64.588,9.6,27.58,41.02,IGNORE
SWK,https://www.tradingview.com/chart/?symbol=SWK,"Stanley Black & Decker, Inc.",Industrials,79.08,12293426176,2.7,-34.8,-4.86,0.7,50.73,74.79,74.46,True,True,True,BULLISH TREND,False,60.1,POSITIVE,5,The 2 Best Industrial Stocks to Buy and Hold for Decades | A Look At Stanley Black & Decker (SWK) Valuation After Recent Share Price Movements | Donaldson Gears Up to Report Q3 Earnings: What's in the Offing?,32.41,12.76,842187520.0,77.606,4.17,2.44,41.01,IGNORE
VRSK,https://www.tradingview.com/chart/?symbol=VRSK,"Verisk Analytics, Inc.",Industrials,177.58,23266859008,3.9,4.8,-17.11,-1.95,62.27,176.83,212.68,True,False,False,NO CLEAR ENTRY,False,50.66,NEUTRAL,5,"A Look At Verisk Analytics (VRSK) Valuation After New Hurricane Model And AI Data Concerns | Does Verisk (VRSK) Expanding Catastrophe Models Strengthen Its Edge in Insurance Risk Analytics? | Will Verisk's Valuable Data Moat Hold, or Will AI Commoditize It?",27.03,20.51,944362496.0,,,29.34,40.95,IGNORE
